"CUE Anexo","Es anexo","Sector","Recibe subvención estatal","Es confesional","Ámbito","Nombre del establecimiento","Domicilio","C. P.","Localidad","Teléfono","Correo electrónico","Ofrece educación primaria","Ofrece educación secundaria","Ofrece educación inicial y/o maternal","Turnos del nivel secundario","Jornada extendida","Idiomas que se enseñan","Artisticas","Biblioteca","Sala o laboratorio de informática","Tiene asociación cooperadora","Dispone de conexión a internet","Tipo de conexión","Origen de electricidad","Es secundaria técnica","Es artística","Es modalidad intercultural bilingüe","Establecimiento creado en 2024","Secciones","Secciones independientes de nivel secundario en 2023","Secciones múltiples de nivel secundario en 2023","Matrícula","Matrícula varones de nivel secundario en 2023","Egresados de nivel secundario en 2022","Egresados varones de nivel secundario en 2022","Latitud","Longitud","Precisión del georreferenciamiento","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio"
"140482300",2,2,5,3,2,"INSTITUTO SANTA ROSA DE LIMA","25 DE MAYO 135  OLAETA","X5807","OLAETA","0358 4915095","isrdlo@yahoo.com.ar",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica",1,2,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,66,36,4,1,-33.04470069,-63.9053802,"APROXIMADA","14","Córdoba","14056","Juárez Celman","140560320"
"140391400",2,2,5,1,1,"INSTITUTO PRIVADO DIOCESANO SAN LUIS","MAESTROS MAYO 963 BELGRANO CRUZ ALTA","X2189","CRUZ ALTA","03467 421309","sanluismedio@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"","Música, Artísticas Visuales/Plástica, Teatro",2,2,2,1,"Cable Modem","Red Pública",2,2,2,2,9,9,0,216,106,28,13,-33.004102,-61.808099,"PRECISA","14","Córdoba","14063","Marcos Juárez","140630509"
"140204200",2,1,2,2,1,"I.P.E.M. Nº 276 DR. RICARDO L. COLOCCINI","SAN MARTIN 1487 LINIERS CRUZ ALTA","X2189","CRUZ ALTA","03467 423162","EE0320169@me.cba.gov",2,1,2,"Mañana, Doble",2,"","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Satelital","Red Pública",2,2,2,2,6,6,0,71,39,1,0,-33.00641648,-61.81549247,"APROXIMADA","14","Córdoba","14063","Marcos Juárez","140630514"
"140523700",2,2,5,1,1,"INSTITUTO SANTA JUANA DE ARCO","RIVADAVIA 999 BELGRANO CRUZ ALTA","X2189","CRUZ ALTA","03467 421216","sjarco_nmedio@copca.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,178,49,17,4,-33.005237,-61.808726,"APROXIMADA","14","Córdoba","14063","Marcos Juárez","140630513"
"140415100",2,1,2,2,1,"I.P.E.T.y M. Nº 59. 25 DE MAYO","INTENDENTE M. MUÑOZ 117 LIBERTAD CRUZ ALTA","X2189","CRUZ ALTA","03467 423161","secretaria.ipetym59@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"ADSL","Red Pública, Grupo electrógeno",1,2,2,2,17,17,0,263,208,24,18,-33.00966,-61.81131,"PRECISA","14","Córdoba","14063","Marcos Juárez","140630516"
"140543100",2,2,5,1,1,"C.I.T.E.R. RAMON ARTEMIO STAFFOLANI","CALLE PUBLICA S/Nº   RUTA 8 KM 594","X5805","LAS HIGUERAS","0358 156542371","citer2012ras@yahoo.com.ar",1,1,2,"Doble",1,"Inglés","Música",1,1,2,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,3,1,2,33,33,2,2,-33.12300787,-64.22476435,"PRECISA","14","Córdoba","14098","Río Cuarto","140980509"
"140203200",2,1,2,2,1,"I.P.E.A. Nº 212.HILDER ODILIO GALASSI","ALVEAR 320  LABORDE","X2657","LABORDE","03537 461400","ipemlaborde@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Satelital","Red Pública, Grupo electrógeno",1,2,2,2,10,10,0,173,86,8,2,-33.14720227,-62.8541175,"APROXIMADA","14","Córdoba","14182","Unión","141820506"
"140069100",2,2,5,3,2,"INSTITUTO AGROTECNICO INDUSTRIAL CHAZON","CALLE PUBLICA S/N    CHAZON - P/RUTA PROV. N°4","X2675","CHAZON","0353 4882030 /154208083","iaich@chazonnet.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,2,1,"Cable Modem","Red Pública",1,2,2,2,9,9,0,224,126,21,11,-33.07823783,-63.27851011,"APROXIMADA","14","Córdoba","14042","General San Martín","140421016"
"140447700",2,1,2,2,1,"I.P.E.M. Nº 29 FELIPE GALIZIA","CERVANTES S/N  LAS QUINTAS ACHIRAS","X5833","RIO CUARTO","0358 4676826","iipem29@outlook.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Telefónica/ Satelital","Red Pública",2,2,2,2,12,12,0,332,168,29,15,-33.0959309,-64.36661882,"PRECISA","14","Córdoba","14098","Río Cuarto","140981501"
"140544300",2,2,3,3,1,"COMUNIDAD EDUCATIVA ATICA","ISABEL LA CATOLICA 735 BANDA NORTE RIO CUARTO","X5800","RIO CUARTO","0358 4624307","colegioatica@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,165,100,11,7,-33.10166283,-64.34854663,"PRECISA","14","Córdoba","14098","Río Cuarto","140981602"
"140299700",2,1,2,2,1,"I.P.E.M. Nº 95 MARIQUITA SANCHEZ DE THOMPSON","MANCO CAPAC 50 BANDA NORTE RIO CUARTO","X5800","RIO CUARTO","0358 4672926","ipem.095@hotmail.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem","Red Pública",2,2,2,2,34,29,5,992,471,58,16,-33.10309382,-64.33507106,"PRECISA","14","Córdoba","14098","Río Cuarto","140981711"
"140465200",2,2,5,1,1,"INSTITUTO SAN FRANCISCO DE ASIS","VICTOR HUGO 885 BANDA NORTE RIO CUARTO","X5800","RIO CUARTO","0358 4627175","sanfranciscoriocuarto@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,412,215,43,16,-33.102574,-64.338052,"PRECISA","14","Córdoba","14098","Río Cuarto","140981711"
"140140000",2,2,5,1,1,"INSTITUTO PRIVADO LA SAGRADA FAMILIA","EDUARDO JENNER 500 BANDA NORTE RIO CUARTO","X5800","RIO CUARTO","0358 4625805","institutosagradafamilia@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas",1,1,2,1,"Satelital","Red Pública",2,2,2,2,12,12,0,355,141,58,22,-33.1026,-64.3468,"PRECISA","14","Córdoba","14098","Río Cuarto","140981603"
"140436900",2,2,1,3,1,"INSTITUTO BILINGÜE SAN IGNACIO DE LOYOLA","GUARDIAS NACIONALES 1400 VILLA DALCAR RIO CUARTO","X5800","RIO CUARTO","0358 4648484","secretaria@colegiosanignacio.edu.ar",2,1,2,"Doble",1,"Inglés, Portugués","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Cable Modem","Red Pública",2,2,2,2,11,11,0,221,98,20,14,-33.1075,-64.3614,"PRECISA","14","Córdoba","14098","Río Cuarto","140981503"
"140447500",2,1,2,2,1,"I.P.E.M. Nº 27. DR. RENE FAVALORO","11 DE NOVIEMBRE 1150 SAN ANTONIO DE PADUA RIO CUARTO","X5800","RIO CUARTO","0358 4672945/46","ipem27rf@gmail.com; ipem27renefavaloro@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,293,142,16,7,-33.10617679,-64.35591094,"PRECISA","14","Córdoba","14098","Río Cuarto","140981503"
"140537400",2,2,1,3,1,"INSTITUTO PRIVADO BILINGÜE ITALO ARGENTINO DANTE ALIGHIERI","LORENZO SUAREZ DE FIGUEROA 2051 VILLA DALCAR RIO CUARTO","X5800","RIO CUARTO","0358 4627315","secundario@danteriocuarto.edu.ar",2,1,2,"Mañana, Doble",1,"Inglés, Italiano","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,143,73,24,9,-33.11232959,-64.37217116,"APROXIMADA","14","Córdoba","14098","Río Cuarto","140981506"
"140447600",2,1,2,2,1,"I.P.E.M. Nº 28 VILLA DE LA CONCEPCION DEL RIO CUARTO","VENEZUELA 950 BANDA NORTE RIO CUARTO","X5800","RIO CUARTO","0358 4676805","ipemveintiocho@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"","Música, Artísticas Visuales/Plástica, Danzas, T",1,2,2,1,"Satelital","Red Pública",2,2,2,2,13,13,0,350,177,30,18,-33.108063,-64.318353,"PRECISA","14","Córdoba","14098","Río Cuarto","140981805"
"140153300",2,2,5,3,1,"ESCUELA DE AGRONOMIA DE RIO CUARTO: INSTITUTO AGROTECNICO Y ORIENTADO EN CIENCIAS NATURALES","BVARD. MUGNAINI   CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4626582","agro_rio_cuarto@yahoo.com.ar; EE1240225@cba.me.gov.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Satelital","Red Pública",1,2,2,2,13,13,0,343,195,42,25,-33.1166,-64.3484,"PRECISA","14","Córdoba","14098","Río Cuarto","140981610"
"140523400",2,2,4,1,1,"INSTITUTO SUPERIOR MARIA INMACULADA","INTENDENTE DOCTOR JAIME GIL 625 SANTA ROSA RIO CUARTO","X5800","RIO CUARTO","0358 4780711","ismi@ismi.edu.ar; secundario@ismi.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Cable Modem/ Otro tipo","Red Pública",2,2,2,2,0,0,0,0,0,0,0,-33.11899,-64.33997,"PRECISA","14","Córdoba","14098","Río Cuarto","140982001"
"140562400",2,1,2,2,1,"ESCUELA EXPERIMENTAL CON ENFASIS EN TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION","ARROYO PIEDRAS BLANCAS S/N°  SAN JOSE DE CALASANZ RIO CUARTO - TERMINAL DE OMNIBUS","X5800","RIO CUARTO","0 0","riocuarto.ds@escuelasproa.edu.ar",2,1,2,"Doble",1,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Internet Móvil","Red Pública",2,2,2,2,6,6,0,141,85,8,4,-33.118811,-64.340424,"PRECISA","14","Córdoba","14098","Río Cuarto","140982001"
"140531400",2,2,6,1,1,"INSTITUTO DIVINO NIÑO","AV. SABATTINI 4200 LAS FERIAS RIO CUARTO","X5800","RIO CUARTO","0358 4630471","institutodv@hotmail.com",1,1,2,"",2,"","",1,2,2,1,"Otro tipo","Red Pública",2,2,2,2,0,0,0,0,0,0,0,-33.16424999,-64.359,"PRECISA","14","Córdoba","14098","Río Cuarto","140981101"
"140538000",2,1,2,2,2,"I.P.E.T. Nº 362 JUAN ANDRES POLITANO","PROVINCIA DE LA RIOJA 1620 PROGRESO B°PROGRESO - RIO CUARTO","X5800","RIO CUARTO","0358 4676828","ipem362jpolitano@gmail.com; EE0311393@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem","Red Pública",1,2,2,2,17,17,0,438,210,12,4,-33.123575,-64.369034,"APROXIMADA","14","Córdoba","14098","Río Cuarto","140982111"
"140299500",2,1,2,2,1,"I.P.E.M. Nº 283 FRAY MAMERTO ESQUIU","BAIGORRIA 463 CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4672912","ipem283fmesquiu@gmail.com",2,1,2,"Mañana, Tarde",2,"","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Otro tipo","Red Pública",2,2,2,2,16,12,4,401,203,25,13,-33.12257199,-64.34293969,"PRECISA","14","Córdoba","14098","Río Cuarto","140982006"
"140391000",2,1,2,2,1,"I.P.E.M. Nº 281 DR. CARLOS A. LUCERO KELLY","CORONEL BAIGORRIA 463 CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4672911","ipem281@hotmail.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"ADSL","Red Pública",2,2,2,2,26,26,0,759,350,51,20,-33.12256809,-64.34293871,"PRECISA","14","Córdoba","14098","Río Cuarto","140982006"
"140400300",2,1,2,2,1,"I.P.E.T. Nº 259 AMBROSIO OLMOS","BAIGORRIA 527 SANTA ROSA RIO CUARTO","X5800","RIO CUARTO","0358 4672913","ipet259secretaria@gmail.com; EE0320204@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",1,2,2,2,40,40,0,1070,730,82,61,-33.12270569,-64.34213829,"PRECISA","14","Córdoba","14098","Río Cuarto","140982006"
"140213500",2,2,5,1,1,"INSTITUTO CRISTO REY","CONSTITUCION 400 CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4621278","institutoprivadocristorey@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,9,9,0,270,117,45,15,-33.1206,-64.3484,"PRECISA","14","Córdoba","14098","Río Cuarto","140982005"
"140439900",2,2,5,3,1,"INSTITUTO HISPANO ARGENTINO","FOTHERINGHAM 68 CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4646329","c.hispanoargentino@yahoo.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,347,117,43,13,-33.1215,-64.3482,"PRECISA","14","Córdoba","14098","Río Cuarto","140982005"
"140488000",2,2,5,3,1,"INSTITUTO SANTA EUFRASIA","COLON 733 CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4631914","nivelmedio@santaeufrasia.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",2,1,2,1,"Cable Modem","Red Pública",2,2,2,2,24,24,0,744,351,116,56,-33.124,-64.3567,"PRECISA","14","Córdoba","14098","Río Cuarto","140982017"
"140188200",2,2,5,1,1,"INSTITUTO SAN BUENAVENTURA","SAN MARTIN 250 CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4627077","sanbuenaventurario4@gmail.com; sanbuenaventura@arnetbiz.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Telefónica/ Cable Modem/ Otro tipo","Red Pública",2,2,2,2,18,18,0,637,322,68,24,-33.1227,-64.3506,"PRECISA","14","Córdoba","14098","Río Cuarto","140982015"
"140193800",2,2,5,1,1,"INSTITUTO NUESTRA SEÑORA DEL CARMEN","BAIGORRIA 373 CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4626339","secundarioelcarmenriocuarto@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,378,123,34,6,-33.1226,-64.3439,"PRECISA","14","Córdoba","14098","Río Cuarto","140982013"
"140176600",2,2,5,3,1,"COLEGIO LA MERCED","COLON 580 CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4622403","colegiolamerced@fibertel.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Internet Móvil","Red Pública",2,2,2,2,12,12,0,376,171,48,14,-33.1238,-64.3544,"PRECISA","14","Córdoba","14098","Río Cuarto","140982018"
"140577800",2,2,1,3,1,"INSTITUTO THOMAS EDISON","RIO NEGRO 868 PLAYAS DE ORO BIALET MASSE","5158","RIO CUARTO","0351 155926305","institutothomasedisonns@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Danzas",1,1,2,1,"Otro tipo","Red Pública",2,2,2,2,0,0,0,0,0,0,0,-33.1231866,-64.3493977,"APROXIMADA","14","Córdoba","14098","Río Cuarto","140982020"
"140299900",2,1,2,2,1,"I.P.E.M.y T. Nº 203 DR. JUAN BAUTISTA DICHIARA","BOLIVAR 335 CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4672931","ipem203jbd@gmail.com; EE0310719@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",1,2,2,2,26,26,0,734,336,76,29,-33.1272452,-64.34600352,"PRECISA","14","Córdoba","14098","Río Cuarto","140982022"
"140299600",2,1,2,2,1,"ESC. NORMAL SUPERIOR JUSTO JOSE DE URQUIZA","CONSTITUCION 1040 CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4672917","EE0330371@me.cba.gov.ar; ifd_escuelanormal_urquiza@yahoo.com.ar",1,1,1,"Mañana, Tarde, Doble",1,"Inglés","Música, Artísticas Visuales/Plástica",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,38,38,0,955,440,117,43,-33.12688185,-64.35073251,"PRECISA","14","Córdoba","14098","Río Cuarto","140982402"
"140348300",2,2,5,3,1,"INSTITUTO GALILEO GALILEI","ALVEAR 1040 CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4626410","medio@galileo-galilei.org.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Otro tipo","Red Pública",2,2,2,2,5,3,2,274,143,41,19,-33.1267,-64.3514,"PRECISA","14","Córdoba","14098","Río Cuarto","140982402"
"140178300",2,1,2,2,1,"I.P.E.M. Nº 128 DR. MANUEL BELGRANO","SOBREMONTE 1357 CENTRO RIO CUARTO","X5800","RIO CUARTO","0358 4676802","escuelamanuelbelgranoriocuarto@yahoo.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"ADSL/ Cable Modem/ Internet Móvil","Red Pública",2,2,2,2,18,18,0,585,246,61,12,-33.1303,-64.3502,"PRECISA","14","Córdoba","14098","Río Cuarto","140982407"
"140177800",2,2,5,1,1,"INSTITUTO SAN JUAN DE LA CRUZ","PRESIDENTE PERON (O) 1321 HIPODROMO RIO CUARTO","X5800","RIO CUARTO","0358 4621338","sjcruz01@sjcruz01.arnetbiz.com.ar; sanjuan_rioiv@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL","Red Pública",2,2,2,2,12,12,0,409,197,45,24,-33.1309,-64.3697,"PRECISA","14","Córdoba","14098","Río Cuarto","140982202"
"140300600",2,2,5,1,1,"INSTITUTO ESCUELAS PIAS DE RIO CUARTO","AVENIDA GRAL ROCA 701 CENTRO - RIO CUARTO RIO CUARTO","X5800","RIO CUARTO","0358 4623314","secretaria_secundaria@piasriocuarto.com.ar ; epiasriocuarto@arnetbiz.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Otro tipo","Red Pública",2,2,2,2,12,12,0,421,192,68,22,-33.1284,-64.342,"PRECISA","14","Córdoba","14098","Río Cuarto","140982405"
"140575300",2,2,1,3,1,"INSTITUTO EDUCATIVO JOCKEY CLUB RIO CUARTO","PRESIDENTE PERON OESTE 1605 HIPODROMO RIO CUARTO","X5800","RIO CUARTO","0358 4210290","nivelsecundario@iejcrc.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica",2,2,2,1,"Cable Modem/ Otro tipo","Red Pública",2,2,2,2,6,6,0,134,78,0,0,-33.13046823,-64.37156205,"PRECISA","14","Córdoba","14098","Río Cuarto","140982203"
"140302200",2,2,5,1,1,"INSTITUTO LANTERIANO NUESTRA SEÑORA DE LA MERCED","BELISARIO ROLDAN 275 ALBERDI RIO CUARTO","X5800","RIO CUARTO","0358 4661114","lanterianolamercedmedio@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,15,15,0,526,246,56,25,-33.1337,-64.3343,"PRECISA","14","Córdoba","14098","Río Cuarto","140981912"
"140475700",2,1,2,2,1,"I.P.E.T. N° 314. LIBERTADOR GENERAL DON JOSE DE SAN MARTIN","GUEMES 1600 ALBERDI RIO CUARTO","X5800","RIO CUARTO","0358 4672949","ipet.314.direccion@gmail.com; EE0311376@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"ADSL/ Internet Móvil","Red Pública",1,2,2,2,11,11,0,299,140,6,3,-33.13651956,-64.31720389,"PRECISA","14","Córdoba","14098","Río Cuarto","140981906"
"140447400",2,1,2,2,1,"I.P.E.T. Nº 26 JUAN FILLOY","BELISARIO ROLDAN 535 ALBERDI RIO CUARTO","X5800","RIO CUARTO","0358 4672909","ipet26gestion@gmail.com; EE0310926@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Telefónica/ ADSL/ Cable Modem","Red Pública",1,2,2,2,20,18,2,525,279,32,12,-33.13684982,-64.33530746,"PRECISA","14","Córdoba","14098","Río Cuarto","140982504"
"140436700",2,2,5,1,1,"INSTITUTO HOGAR ESCUELA MARIA BENITA ARIAS","MONTEVIDEO 751 ALBERDI RIO CUARTO","X5800","RIO CUARTO","0358 4660799","mariabenitaarias9@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,203,91,34,11,-33.1397,-64.3345,"PRECISA","14","Córdoba","14098","Río Cuarto","140982509"
"140140002",1,2,5,1,1,"INSTITUTO LA SAGRADA FAMILIA - ANEXO B° OBRERO -","ANIBAL PONCE 1262 OBRERO RIO CUARTO - ALBERDI","X5800","RIO CUARTO","0358 154839782","quechalen@hotmail.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica",1,2,2,1,"Satelital","Red Pública",2,2,2,2,6,6,0,112,58,11,4,-33.147626,-64.330638,"PRECISA","14","Córdoba","14098","Río Cuarto","140982612"
"140090700",2,2,5,1,1,"INSTITUTO SECUNDARIO SANTA MARIA TERESA GORETTI","PASAJE SAENZ 2851 PIZARRO RIO CUARTO SUR DE LA CIUDAD","X5800","RIO CUARTO","0358 4647320","escuelagoretti@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Internet Móvil","Red Pública",1,2,2,2,10,10,0,212,150,20,17,-33.1457,-64.3634,"PRECISA","14","Córdoba","14098","Río Cuarto","140982310"
"140202300",2,2,5,3,1,"INSTITUTO SECUNDARIO GALA ORTIZ FERNANDEZ","ESPAÑA 16 CENTRO PASCANAS","X2679","PASCANAS","0353 4898029","isgof@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Internet Móvil","Red Pública",2,2,2,2,10,10,0,203,104,17,5,-33.125118,-63.04059,"APROXIMADA","14","Córdoba","14182","Unión","141820511"
"140090800",2,2,5,1,1,"INSTITUTO COLEGIO CONCORDIA","PEDRO VARGAS 260 INDUSTRIAL RIO CUARTO","X5800","RIO CUARTO","0358 4634236","concordiariocuarto@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,2,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,12,12,0,419,200,58,27,-33.1491,-64.3517,"PRECISA","14","Córdoba","14098","Río Cuarto","140982312"
"140376100",2,2,5,1,1,"INSTITUTO 24 DE SETIEMBRE","VIRGEN DE LA MERCED 489 LOS ROSARINOS ACHIRAS - AL LADO DE LA PARROQUIA VIRGEN DE LA MERCED","X5833","ACHIRAS","03582 495094","instituto24desetiembre@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Telefónica","Red Pública",2,2,2,2,12,12,0,189,86,19,7,-33.17095667,-64.99431303,"PRECISA","14","Córdoba","14098","Río Cuarto","140980807"
"140577300",2,1,2,2,1,"PROA - ESCUELA DE EDUCACION SECUNDARIA DE FORMACION PROFESIONAL ESPECIALIZADA","GENERAL ENRIQUE MOSCONI  240 B°INDUSTRIAL RIO CUARTO","5800","RIO CUARTO","0358 154856054(COORD.)","escuelaproaagro@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,0,0,0,0,0,0,0,-33.1517179,-64.3525449,"PRECISA","14","Córdoba","14098","Río Cuarto","140982313"
"140299502",1,1,2,2,1,"I.P.E.M. Nº 283 FRAY MAMERTO ESQUIU ANEXO BARRIO CIUDAD NUEVA","CARLOS GAUDARD 3480 CIUDAD NUEVA BARRIO CIUDAD NUEVA - RIO CUARTO","X5800","RIO CUARTO","0358 4676842","ipem283anexociudadnueva@hotmail.com",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Otro tipo","Red Pública",2,2,2,2,6,6,0,119,49,14,5,-33.15240091,-64.37151263,"PRECISA","14","Córdoba","14098","Río Cuarto","140982211"
"140301300",2,1,2,2,1,"I.P.E.T. Nº 79 ING. RENATO DE MARCO","LEANDRO N. ALEM  1735 ALBERDI RIO CUARTO","X5800","RIO CUARTO","0358 4672928","ipem79@yahoo.com.ar; EE0310433@me.cba.gov.ar",2,1,2,"Mañana, Intermedio, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Telefónica/ Cable Modem","Red Pública",1,2,2,2,19,19,0,474,264,22,14,-33.15179668,-64.34172386,"PRECISA","14","Córdoba","14098","Río Cuarto","140982609"
"140474100",2,2,3,3,1,"INSTITUTO LEONARDO DA VINCI","GLAUCE BALDOVIN  INDUSTRIAL RIO CUARTO","X5800","RIO CUARTO","0358 4630051/4647585","secundario@ldv.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Otro tipo","Red Pública",2,2,2,2,6,6,0,184,114,28,17,-33.15630317,-64.3664868,"PRECISA","14","Córdoba","14098","Río Cuarto","140982212"
